id,snapshot_date,total,source_url
8156,2016-10-31,904,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2016&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2012-06-30,707,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2012-06-30,1214,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2012-06-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2021-10-31,454,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2021&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2021-10-31,98,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2021&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2002-09-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2002-09-30,1013,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2002-09-30,238,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2000-12-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2000-12-31,542,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2000-12-31,244,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2013-01-31,805,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2013-01-31,1204,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2013-01-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2004-04-30,570,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2004-04-30,923,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2004-04-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2007-12-31,1026,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2007&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2007-12-31,1243,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2007&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2007-12-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2007&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2014-01-31,790,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2014-01-31,1053,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2014-01-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2003-04-30,466,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2003-04-30,874,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2003-04-30,3,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2019-08-31,741,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2019-08-31,287,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2018-02-28,703,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2018-02-28,629,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2009-07-31,825,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2009-07-31,805,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2009-07-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2005-09-30,519,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2005-09-30,939,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2005-09-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2002-03-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2002-03-31,813,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2002-03-31,246,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2002&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2011-10-31,815,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2011-10-31,1338,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2011-10-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2015-06-30,559,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2015-06-30,753,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2015-06-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2008-01-31,998,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2008-01-31,1173,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2008-01-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2015-07-31,586,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2015-07-31,814,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2015-07-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2011-11-30,815,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2011-11-30,1412,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2011-11-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2005-08-31,512,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2005-08-31,952,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2005-08-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2003-05-31,464,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2003-05-31,801,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2003-05-31,3,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2003&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2009-06-30,791,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2009-06-30,772,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2009-06-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2019-09-30,759,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2019-09-30,276,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2008-09-30,973,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2008-09-30,1065,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2008-09-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2018-06-30,761,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2018-06-30,555,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2012-05-31,704,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2012-05-31,1204,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2012-05-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2022-02-28,522,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2022&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2022-02-28,25,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2022&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2014-08-31,679,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2014-08-31,821,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2014-08-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2015-02-28,583,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2015-02-28,642,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2015-02-28,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2015&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2000-11-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2000-11-30,624,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2000-11-30,247,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2004-07-31,536,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2004-07-31,938,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2004-07-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2019-01-31,774,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2019-01-31,482,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2004-06-30,543,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2004-06-30,921,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2004-06-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=06%2F30%2F2004&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2000-10-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2000-10-31,659,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2000-10-31,249,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2013-03-31,766,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2013-03-31,1161,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2013-03-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2014-09-30,706,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2014-09-30,772,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2014-09-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2014&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2018-07-31,755,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2018-07-31,562,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2018&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2009-02-28,783,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2009-02-28,799,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2009-02-28,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2009&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2008-08-31,940,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2008-08-31,1062,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2008-08-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2008&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2021-12-31,478,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2021&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2021-12-31,22,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2021&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2012-04-30,781,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2012-04-30,1111,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2012-04-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2012&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2005-01-31,586,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2005-01-31,800,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2005-01-31,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2016-12-31,615,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2016&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2016-12-31,818,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2016&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2001-07-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2001&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2001-07-31,745,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2001&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2001-07-31,242,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=07%2F31%2F2001&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2005-11-30,511,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2005-11-30,947,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2005-11-30,2,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2010-02-28,771,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2010&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2010-02-28,815,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2010&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2010-02-28,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=02%2F28%2F2010&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2011-08-31,790,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2011-08-31,1288,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2011-08-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=08%2F31%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2019-10-31,716,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2019-10-31,271,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2017-05-31,669,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2017&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2017-05-31,821,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2017&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2020-05-31,703,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2020&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2020-05-31,105,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=05%2F31%2F2020&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2019-11-30,693,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2019-11-30,273,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=11%2F30%2F2019&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2013-12-31,747,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2013-12-31,1018,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2013-12-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=12%2F31%2F2013&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2020-04-30,656,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2020&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2020-04-30,114,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2020&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2000-01-31,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2000-01-31,815,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2000-01-31,196,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=01%2F31%2F2000&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2017-04-30,678,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2017&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2017-04-30,813,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=04%2F30%2F2017&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2011-09-30,841,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2011-09-30,1284,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8125,2011-09-30,1,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=09%2F30%2F2011&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2016-03-31,572,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2016&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8156,2016-03-31,782,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=03%2F31%2F2016&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
8155,2005-10-31,526,https://www.stlouis-mo.gov/data/dashboards/inmates/by-day.cfm?date=10%2F31%2F2005&race=all&sex=all&employment=all&maritalStatus=all&topCharge=all
