id,snapshot_date,total,total_off_site,felony,misdemeanor,convicted_or_sentenced,detained_or_awaiting_trial,technical_parole_violators,source_url,source_url_2,federal_offense
10302,2018-01-01,33,9,0,0,0,23,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9054,2018-01-01,30,0,9,0,2,28,5,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9055,2018-01-01,238,0,26,15,14,157,19,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9057,2018-01-01,23,4,1,0,0,15,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,1
9058,2018-01-01,0,0,0,0,0,0,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9059,2018-01-01,103,0,6,0,0,88,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9060,2018-01-01,0,0,4,0,0,22,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9062,2018-01-01,48,13,1,0,1,29,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9063,2018-01-01,293,110,3,1,2,159,16,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,107
9064,2018-01-01,104,23,21,0,0,41,11,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,23
9069,2018-01-01,41,1,1,0,0,35,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9075,2018-01-01,561,0,49,19,24,324,74,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9076,2018-01-01,43,28,1,0,0,12,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,28
9078,2018-01-01,143,8,15,1,4,87,22,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9081,2018-01-01,136,22,4,6,5,92,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,1
9082,2018-01-01,5,0,2,0,1,17,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9084,2018-01-01,30,0,3,0,5,16,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9085,2018-01-01,41,4,1,1,1,34,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9086,2018-01-01,59,0,12,6,0,63,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9087,2018-01-01,14,0,1,0,2,23,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9088,2018-01-01,94,0,21,0,2,65,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9089,2018-01-01,121,0,9,7,6,86,13,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9090,2018-01-01,53,33,2,0,0,16,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9091,2018-01-01,21,0,0,0,0,16,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9092,2018-01-01,7,0,0,0,0,7,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9096,2018-01-01,13,0,2,0,0,10,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9097,2018-01-01,78,0,6,1,6,46,13,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9099,2018-01-01,46,7,3,0,0,25,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9101,2018-01-01,87,2,9,3,2,112,10,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9102,2018-01-01,5,0,0,0,0,5,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9104,2018-01-01,5,0,0,1,0,8,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9112,2018-01-01,30,0,5,1,0,27,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9113,2018-01-01,69,0,11,10,3,42,3,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9114,2018-01-01,15,0,3,1,0,11,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9115,2018-01-01,1205,20,161,75,82,750,83,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,20
9116,2018-01-01,122,38,7,0,1,59,8,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,33
9117,2018-01-01,2,0,1,0,0,0,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9118,2018-01-01,87,62,7,0,4,12,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,62
9119,2018-01-01,12,0,1,3,0,6,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9121,2018-01-01,55,0,7,0,0,37,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9123,2018-01-01,9,1,2,0,0,4,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9124,2018-01-01,515,0,40,16,15,366,36,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9129,2018-01-01,28,0,1,1,2,22,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9130,2018-01-01,8,0,0,0,0,7,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9134,2018-01-01,41,0,11,0,3,26,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9136,2018-01-01,70,37,1,0,0,31,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9137,2018-01-01,55,11,4,2,0,38,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9138,2018-01-01,17,0,3,1,0,9,3,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9139,2018-01-01,71,0,4,2,1,58,3,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9140,2018-01-01,48,0,3,0,0,35,8,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9141,2018-01-01,343,0,44,29,15,233,18,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9146,2018-01-01,367,47,35,3,10,243,20,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,35
9147,2018-01-01,99,0,3,2,2,80,15,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9148,2018-01-01,7,0,1,0,0,14,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9150,2018-01-01,0,0,0,0,0,0,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9152,2018-01-01,139,0,7,3,1,113,12,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9157,2018-01-01,230,33,10,12,7,146,20,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,9
9159,2018-01-01,14,0,1,0,1,12,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9160,2018-01-01,330,51,23,7,11,211,15,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9161,2018-01-01,1055,0,133,11,15,916,54,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9162,2018-01-01,123,0,10,1,3,95,12,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9164,2018-01-01,46,0,8,0,3,27,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9165,2018-01-01,165,0,11,2,13,135,18,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9166,2018-01-01,113,0,2,0,7,96,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9167,2018-01-01,119,0,13,17,11,72,5,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9169,2018-01-01,90,59,0,0,2,24,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9170,2018-01-01,312,54,25,27,24,152,21,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,54
9172,2018-01-01,22,1,0,0,0,21,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9173,2018-01-01,63,0,14,5,2,32,7,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9174,2018-01-01,103,25,5,0,1,45,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9176,2018-01-01,17,0,1,2,0,12,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9177,2018-01-01,56,0,2,0,0,48,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9178,2018-01-01,636,339,59,28,41,274,26,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,339
9180,2018-01-01,14,3,2,0,3,23,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9181,2018-01-01,402,100,16,7,12,225,27,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,100
9182,2018-01-01,49,0,1,0,1,62,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9183,2018-01-01,168,0,11,3,1,140,11,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9184,2018-01-01,13,1,3,0,0,9,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9186,2018-01-01,63,5,8,1,1,37,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9189,2018-01-01,41,0,9,0,1,34,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9190,2018-01-01,31,0,1,0,2,47,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9191,2018-01-01,38,0,4,0,1,24,5,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9192,2018-01-01,41,2,2,2,1,27,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9193,2018-01-01,29,0,1,0,3,20,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9195,2018-01-01,1,0,0,1,0,1,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9196,2018-01-01,50,11,4,0,2,26,3,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9197,2018-01-01,41,1,6,0,4,26,5,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9198,2018-01-01,1179,63,56,7,13,824,165,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,51
9199,2018-01-01,44,29,5,0,1,9,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9200,2018-01-01,17,0,2,0,3,17,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9202,2018-01-01,38,0,2,0,1,33,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9204,2018-01-01,8,0,1,0,0,7,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9205,2018-01-01,1,0,2,0,0,1,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9206,2018-01-01,76,0,0,0,1,66,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9207,2018-01-01,143,91,11,0,2,35,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,83
9209,2018-01-01,4,0,1,0,0,2,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9213,2018-01-01,30,12,4,0,0,14,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9214,2018-01-01,35,8,2,1,0,22,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9215,2018-01-01,55,0,6,0,1,42,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9216,2018-01-01,912,0,103,33,55,630,32,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9217,2018-01-01,47,0,5,3,0,42,3,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9218,2018-01-01,24,0,1,3,1,15,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9219,2018-01-01,204,0,16,26,10,131,17,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9220,2018-01-01,238,0,18,2,6,202,7,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9221,2018-01-01,13,0,1,1,0,15,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9222,2018-01-01,55,0,5,1,0,32,13,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9225,2018-01-01,5,0,0,0,0,4,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9226,2018-01-01,168,0,16,3,7,104,19,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9227,2018-01-01,120,0,13,1,4,74,23,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9228,2018-01-01,41,0,2,0,2,30,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9229,2018-01-01,409,76,18,10,6,254,37,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,75
9230,2018-01-01,19,0,0,3,1,15,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9231,2018-01-01,22,0,3,0,1,18,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9232,2018-01-01,160,0,16,1,4,125,7,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9234,2018-01-01,28,0,2,0,0,25,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9237,2018-01-01,39,0,8,1,0,29,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9238,2018-01-01,67,19,2,3,0,39,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,19
9239,2018-01-01,18,0,1,0,0,13,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9240,2018-01-01,28,0,1,2,1,24,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9241,2018-01-01,181,1,22,6,17,156,10,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,1
9242,2018-01-01,30,15,1,1,1,10,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9243,2018-01-01,95,0,4,3,5,57,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9244,2018-01-01,15,0,2,2,1,19,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9245,2018-01-01,19,3,0,0,0,9,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9246,2018-01-01,107,39,2,0,0,43,11,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9247,2018-01-01,211,0,21,2,1,134,28,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9249,2018-01-01,5,0,0,0,0,4,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9250,2018-01-01,43,2,9,3,9,13,7,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9251,2018-01-01,17,14,0,0,0,2,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9252,2018-01-01,34,0,5,0,2,21,6,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9253,2018-01-01,7,0,1,0,0,5,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9255,2018-01-01,22,2,3,0,6,12,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9256,2018-01-01,258,147,9,0,0,91,10,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,147
9257,2018-01-01,35,0,3,1,2,27,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9258,2018-01-01,2,0,0,0,0,2,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9259,2018-01-01,9,0,2,0,0,3,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9260,2018-01-01,5,0,0,0,0,3,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9266,2018-01-01,2,0,0,0,0,1,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9267,2018-01-01,97,48,6,1,2,35,2,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,37
9268,2018-01-01,109,9,8,1,2,82,7,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,9
9269,2018-01-01,418,17,39,3,7,314,41,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,15
9273,2018-01-01,7,0,3,0,1,30,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9274,2018-01-01,3,0,2,0,0,1,0,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9275,2018-01-01,155,10,7,3,13,118,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,10
9276,2018-01-01,42,24,3,0,0,8,1,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9279,2018-01-01,340,26,24,11,8,171,56,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,22
9280,2018-01-01,153,8,9,3,6,109,15,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9281,2018-01-01,81,0,3,1,0,59,8,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
9283,2018-01-01,72,0,11,9,1,46,4,https://www.tcjs.state.tx.us/population-reports/,https://www.tcjs.state.tx.us/wp-content/uploads/2018/01/AbbreRptCurrent.pdf,0
