id,snapshot_date,detained_or_awaiting_trial,total,source_url,source_url_2
6908,2018-08-01,350,665,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6909,2018-08-01,649,1005,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6910,2018-08-01,467,1011,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6911,2018-08-01,318,488,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6912,2018-08-01,105,200,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6914,2018-08-01,25,35,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6915,2018-08-01,278,512,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6916,2018-08-01,479,977,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6917,2018-08-01,60,131,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6918,2018-08-01,196,291,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6919,2018-08-01,77,137,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018_07.pdf
6830,2020-04-01,465,688,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6832,2020-04-01,62,478,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6923,2020-04-01,738,1013,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6833,2020-04-01,70,149,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6834,2020-04-01,1082,1528,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6837,2020-04-01,1036,1137,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6839,2020-04-01,609,677,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6836,2020-04-01,529,620,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6835,2020-04-01,831,1022,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6840,2020-04-01,61,67,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6841,2020-04-01,309,644,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6925,2020-04-01,181,703,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6842,2020-04-01,287,416,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6844,2020-04-01,445,585,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6843,2020-04-01,33,45,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6845,2020-04-01,109,195,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6920,2020-04-01,1689,3290,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
9825,2020-04-01,100,157,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6854,2020-04-01,855,1202,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6856,2020-04-01,149,196,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6857,2020-04-01,47,86,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6859,2020-04-01,25,33,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6861,2020-04-01,30,51,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6862,2020-04-01,34,67,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6863,2020-04-01,56,101,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6864,2020-04-01,149,213,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6926,2020-04-01,263,644,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6865,2020-04-01,240,379,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6867,2020-04-01,744,953,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6866,2020-04-01,1057,1430,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6869,2020-04-01,343,514,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6871,2020-04-01,29,41,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6877,2020-04-01,265,393,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6876,2020-04-01,611,1084,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6878,2020-04-01,662,1021,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6881,2020-04-01,29,50,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6883,2020-04-01,922,1611,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6884,2020-04-01,274,446,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6850,2020-04-01,821,1062,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6847,2020-04-01,1749,2063,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6851,2020-04-01,495,670,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6887,2020-04-01,268,459,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6885,2020-04-01,20,32,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6888,2020-04-01,145,249,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6890,2020-04-01,169,264,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6894,2020-04-01,508,713,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6896,2020-04-01,723,1082,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6895,2020-04-01,444,565,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6898,2020-04-01,1111,1638,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
9777,2020-04-01,1621,2759,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6906,2020-04-01,183,360,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6907,2020-04-01,430,1097,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6908,2020-04-01,316,626,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6909,2020-04-01,552,910,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6910,2020-04-01,407,813,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6911,2020-04-01,288,422,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6912,2020-04-01,91,171,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6914,2020-04-01,15,22,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6915,2020-04-01,205,431,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6916,2020-04-01,418,937,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6917,2020-04-01,52,98,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6918,2020-04-01,137,217,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6919,2020-04-01,62,119,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-03.pdf
6830,2020-02-01,484,693,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6832,2020-02-01,64,490,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6923,2020-02-01,799,1096,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6833,2020-02-01,81,180,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6834,2020-02-01,1158,1588,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6837,2020-02-01,1034,1140,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6839,2020-02-01,638,717,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6836,2020-02-01,615,696,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6835,2020-02-01,785,960,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6840,2020-02-01,75,83,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6841,2020-02-01,266,607,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6925,2020-02-01,150,691,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6842,2020-02-01,262,397,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6844,2020-02-01,468,614,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6843,2020-02-01,74,83,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6845,2020-02-01,130,231,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6920,2020-02-01,1647,3211,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
9825,2020-02-01,78,145,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6854,2020-02-01,927,1318,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6856,2020-02-01,132,191,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6857,2020-02-01,37,76,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6859,2020-02-01,35,46,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6861,2020-02-01,31,59,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6862,2020-02-01,47,83,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6863,2020-02-01,79,122,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6864,2020-02-01,144,209,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6926,2020-02-01,274,643,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6865,2020-02-01,243,386,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6867,2020-02-01,868,1180,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6866,2020-02-01,1160,1614,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6869,2020-02-01,347,505,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6870,2020-02-01,121,222,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6871,2020-02-01,30,52,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6878,2020-02-01,730,1091,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6881,2020-02-01,38,65,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2020/jails-2020-01.pdf
6830,2018-12-01,490,765,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6832,2018-12-01,76,495,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6923,2018-12-01,698,886,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6833,2018-12-01,70,159,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6834,2018-12-01,1243,1734,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6837,2018-12-01,1048,1140,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6839,2018-12-01,619,678,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6836,2018-12-01,664,753,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6835,2018-12-01,873,1029,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6840,2018-12-01,52,57,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6841,2018-12-01,297,666,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6925,2018-12-01,151,613,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6842,2018-12-01,241,348,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6844,2018-12-01,489,708,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6843,2018-12-01,69,98,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6845,2018-12-01,109,198,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6853,2018-12-01,63,130,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
9825,2018-12-01,86,181,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6854,2018-12-01,1072,1568,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6856,2018-12-01,104,171,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6857,2018-12-01,38,70,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6859,2018-12-01,44,52,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6862,2018-12-01,28,54,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6863,2018-12-01,102,145,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6864,2018-12-01,145,250,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6926,2018-12-01,318,678,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6865,2018-12-01,301,451,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6869,2018-12-01,297,493,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6871,2018-12-01,40,49,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6877,2018-12-01,294,455,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6876,2018-12-01,770,1342,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6878,2018-12-01,690,1073,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6881,2018-12-01,31,63,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6883,2018-12-01,768,1463,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6884,2018-12-01,312,470,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6850,2018-12-01,951,1309,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6847,2018-12-01,1909,2316,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6851,2018-12-01,491,685,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6887,2018-12-01,287,507,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6885,2018-12-01,32,47,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6888,2018-12-01,130,327,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6890,2018-12-01,130,237,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6894,2018-12-01,637,890,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6896,2018-12-01,746,1290,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6895,2018-12-01,438,575,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6898,2018-12-01,1269,1770,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
9777,2018-12-01,1926,3023,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6905,2018-12-01,185,340,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6906,2018-12-01,194,415,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6907,2018-12-01,528,1302,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6908,2018-12-01,290,614,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6910,2018-12-01,480,921,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6911,2018-12-01,278,438,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6912,2018-12-01,96,173,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6914,2018-12-01,15,23,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6915,2018-12-01,224,586,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6916,2018-12-01,400,906,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6917,2018-12-01,67,141,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6918,2018-12-01,154,251,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6919,2018-12-01,84,136,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-11.pdf
6830,2018-06-01,560,809,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6832,2018-06-01,91,510,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6923,2018-06-01,773,1199,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6833,2018-06-01,81,169,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6834,2018-06-01,1232,1703,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6837,2018-06-01,952,1036,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6839,2018-06-01,568,646,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6836,2018-06-01,623,690,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6835,2018-06-01,920,1117,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6840,2018-06-01,75,76,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6841,2018-06-01,350,648,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6925,2018-06-01,153,627,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6842,2018-06-01,243,359,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6844,2018-06-01,498,757,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6843,2018-06-01,80,107,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6920,2018-06-01,554,3038,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
9825,2018-06-01,76,177,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6854,2018-06-01,1056,1504,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6856,2018-06-01,133,217,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6857,2018-06-01,42,87,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
6860,2018-06-01,30,40,http://www.dc.state.fl.us/pub/jails/index.html,http://www.dc.state.fl.us/pub/jails/2018/jails-2018-05.pdf
